"id","name","geom"
264,"Jeketerek massivı","0101000020E6100000315B57714FCE4D401CB9C903EC374540"
265,"Янги-Маргилон","0101000020E6100000E7B63302E0ED5140D855928664374440"
266,"108 povorot","0101000020E61000007AAB09FDA7CE4D408D08C6C1A5394540"
267,"Oybek","0101000020E61000002A487DA3E75151407B5C65B7E0A54440"
268,"Cheryomushki","0101000020E6100000FEBC0402F8CE4D408D614ED0263C4540"
269,"Qoraqamish 1/4 dahasi","0101000020E610000071372D1D184F51402EC901BB9AAE4440"
270,"3 блок","0101000020E6100000C6585CD2074851409EE45828E31C4440"
271,"4 блок","0101000020E6100000EF66576BF2475140551DCDEC4E1D4440"
272,"Vodokanal","0101000020E610000067D2A6EA1ECC4D4022669BC0193F4540"
273,"Ayran","0101000020E61000000E1FC7C5076E4D404AA24DC411894540"
274,"Yunusobod 8 mavzesi","0101000020E61000000859164CFC515140EBEF5B6386AF4440"
275,"Aday awıl","0101000020E6100000092648B604CB4D408A7DB89A2B3D4540"
276,"Avtojolshılar qalashası","0101000020E6100000E2506452E8CF4D40AB9D17DD30414540"
277,"4-mitti tuman","0101000020E6100000A69883A0A3725040F2B22616F86A4340"
278,"Имам Аль Мотрудий","0101000020E6100000063E50B8E8BD504056B0D705CDD74340"
279,"Xo'ja G'unjoish- 2 mahalla","0101000020E610000007335CD372BD5040590C683398D84340"
280,"3-mavze","0101000020E6100000846F50B120315140C9224DBC03424440"
281,"4 mavze","0101000020E61000001F6ADB300A32514042621635F3414440"
282,"5-mavze","0101000020E610000008E1760D9F3151400FF2D5E99B424440"
283,"Do'stlik","0101000020E61000008003A4479D3351402381ABE1C73E4440"
284,"Vodnik","0101000020E6100000C279275511325140CC947B26A03D4440"
285,NULL,"0101000020E61000003F085CB285315140EB47D455CB3D4440"
286,"1 - kichik doha","0101000020E6100000298C7791D3315140317BD976DA3E4440"
287,"Bahor","0101000020E6100000BDDF0D0E1B305140A397ACE529444440"
288,"Ulug'obod","0101000020E6100000A5D0C31A783051402DDB3D2FCB444440"
289,"Órnek","0101000020E610000005CE082582DB4D40CA0C65F2174B4540"
290,"Go'zal-2","0101000020E61000006B8B21EF8B575140D6AFCFF7AEA44440"
291,"Qum","0101000020E6100000CF914BD26BBB5140910FD5EF1D404440"
292,"4-kichik daha","0101000020E6100000CEEAD3E0EC15524096ED43DE72604440"
293,"2-kichik daha","0101000020E610000023A534F6001652400D26B49BCF5F4440"
294,"1-kichik daha","0101000020E6100000C06A1B35951552402606DC4EB65F4440"
295,"5-kichik daha","0101000020E6100000CBE7267B151552409C40C7FDFD5E4440"
296,"3-mitti tuman","0101000020E61000000817974F7B735040B7483547B16B4340"
297,"Aday awıl","0101000020E610000008837C1A41694D40F72F5A91E2854540"
298,"Qasim Auezov","0101000020E6100000080A174DC2E44D40415CDEC1F4744540"
299,"Respo","0101000020E6100000F809568B3EC84D40CD3AE3FBE23A4540"
300,NULL,"0101000020E610000043C6A354C2CC4D40BC71F7DE84404540"
301,NULL,"0101000020E610000003684AA1E2CF4D409A7F4F070D384540"
302,"Qoratosh dahasi","0101000020E6100000B6ACB13A284F51401C5E10919AA84440"
303,"Guliston mavzesi","0101000020E61000005932C7F22E4A514006781C5080A14440"
304,"Irrigator dahasi","0101000020E610000092BEFF45065351409BA7DF2AF4A84440"
305,"Olmazor dahasi","0101000020E61000004B3E7617A84F514010AD156D8EA74440"
306,"Yunusobod 7 mavzesi","0101000020E61000006B36453646515140F2310EE48FAF4440"
307,"Sirg'ali 6 dahasi","0101000020E6100000A8435D5AC34D51406FE877ABF89C4440"
308,"Hodjayev dahasi","0101000020E6100000EC191DEBBD4B5140AEE06D94ABAD4440"
309,"TashGosMi Shifokorlar dahasi","0101000020E6100000230D13B2984B514070AE06CD53AE4440"
